,ensembl_id,gene_symbol
17194,ENSG00000196772,OR14A16
17195,ENSG00000196776,CD47
17196,ENSG00000196778,OR52K1
17197,ENSG00000196781,TLE1
17198,ENSG00000196782,MAML3
17199,ENSG00000196787,H2AC11
17200,ENSG00000196792,STRN3
17201,ENSG00000196793,ZNF239
17202,ENSG00000196796,NPIPB10P
17203,ENSG00000196800,SPINK14
17204,ENSG00000196805,SPRR2B
17205,ENSG00000196810,CTBP1-DT
17206,ENSG00000196811,CHRNG
17207,ENSG00000196812,ZSCAN16
17208,ENSG00000196814,MVB12B
17209,ENSG00000196821,ILRUN
17210,ENSG00000196826,
17211,ENSG00000196832,OR11G2
17212,ENSG00000196834,POTEI
17213,ENSG00000196839,ADA
17214,ENSG00000196843,ARID5A
17215,ENSG00000196844,PATE2
17216,ENSG00000196850,PPTC7
17217,ENSG00000196859,KRT39
17218,ENSG00000196860,TOMM20L
17219,ENSG00000196862,RGPD4
17220,ENSG00000196865,NHLRC2
17221,ENSG00000196866,H2AC7
17222,ENSG00000196867,ZFP28
17223,ENSG00000196872,CRACDL
17224,ENSG00000196873,CBWD3
17225,ENSG00000196876,SCN8A
17226,ENSG00000196878,LAMB3
17227,ENSG00000196890,H2BU1
17228,ENSG00000196893,
17229,ENSG00000196900,TEX43
17230,ENSG00000196911,KPNA5
17231,ENSG00000196912,ANKRD36B
17232,ENSG00000196914,ARHGEF12
17233,ENSG00000196917,HCAR1
17234,ENSG00000196922,ZNF252P
17235,ENSG00000196923,PDLIM7
17236,ENSG00000196924,FLNA
17237,ENSG00000196932,TMEM26
17238,ENSG00000196933,RPS26P11
17239,ENSG00000196935,SRGAP1
17240,ENSG00000196937,FAM3C
17241,ENSG00000196943,NOP9
17242,ENSG00000196944,OR2T4
17243,ENSG00000196946,ZNF705A
17244,ENSG00000196950,SLC39A10
17245,ENSG00000196951,SCOC-AS1
17246,ENSG00000196954,CASP4
17247,ENSG00000196961,AP2A1
17248,ENSG00000196967,ZNF585A
17249,ENSG00000196968,FUT11
17250,ENSG00000196970,NXF4
17251,ENSG00000196972,SMIM10L2B
17252,ENSG00000196975,ANXA4
17253,ENSG00000196976,LAGE3
17254,ENSG00000196979,GPRACR
17255,ENSG00000196981,WDR5B
17256,ENSG00000196990,FAM163B
17257,ENSG00000196993,NPIPB9
17258,ENSG00000196998,WDR45
17259,ENSG00000197006,METTL9
17260,ENSG00000197008,ZNF138
17261,ENSG00000197013,ZNF429
17262,ENSG00000197016,ZNF470
17263,ENSG00000197019,SERTAD1
17264,ENSG00000197020,ZNF100
17265,ENSG00000197021,EOLA2
17266,ENSG00000197023,OR51A6P
17267,ENSG00000197024,ZNF398
17268,ENSG00000197037,ZSCAN25
17269,ENSG00000197038,RBMY1A3P
17270,ENSG00000197043,ANXA6
17271,ENSG00000197044,ZNF441
17272,ENSG00000197045,GMFB
17273,ENSG00000197046,SIGLEC15
17274,ENSG00000197050,ZNF420
17275,ENSG00000197054,ZNF763
17276,ENSG00000197056,ZMYM1
17277,ENSG00000197057,DTHD1
17278,ENSG00000197061,H4C3
17279,ENSG00000197062,ZSCAN26
17280,ENSG00000197063,MAFG
17281,ENSG00000197067,OR2T32P
17282,ENSG00000197070,ARRDC1
17283,ENSG00000197077,KIAA1671
17284,ENSG00000197079,KRT35
17285,ENSG00000197081,IGF2R
17286,ENSG00000197083,ZNF300P1
17287,ENSG00000197084,LCE1C
17288,ENSG00000197085,NPSR1-AS1
17289,ENSG00000197092,GOLGA6L16P
17290,ENSG00000197093,GAL3ST4
17291,ENSG00000197099,
17292,ENSG00000197102,DYNC1H1
17293,ENSG00000197106,SLC6A17
17294,ENSG00000197110,IFNL3
17295,ENSG00000197111,PCBP2
17296,ENSG00000197114,ZGPAT
17297,ENSG00000197119,SLC25A29
17298,ENSG00000197121,PGAP1
17299,ENSG00000197122,SRC
17300,ENSG00000197123,ZNF679
17301,ENSG00000197124,ZNF682
17302,ENSG00000197125,OR8B8
17303,ENSG00000197128,ZNF772
17304,ENSG00000197134,ZNF257
17305,ENSG00000197136,PCNX3
17306,ENSG00000197140,ADAM32
17307,ENSG00000197142,ACSL5
17308,ENSG00000197147,LRRC8B
17309,ENSG00000197149,
17310,ENSG00000197150,ABCB8
17311,ENSG00000197153,H3C12
17312,ENSG00000197157,SND1
17313,ENSG00000197161,OR4C4P
17314,ENSG00000197162,ZNF785
17315,ENSG00000197165,SULT1A2
17316,ENSG00000197168,NEK5
17317,ENSG00000197170,PSMD12
17318,ENSG00000197171,LOC101929006
17319,ENSG00000197172,MAGEA6
17320,ENSG00000197176,LINC02291
17321,ENSG00000197177,ADGRA1
17322,ENSG00000197180,CH17-340M24.3
17323,ENSG00000197181,PIWIL2
17324,ENSG00000197182,MIRLET7BHG
17325,ENSG00000197183,NOL4L
17326,ENSG00000197185,SSXP1
17327,ENSG00000197191,CYSRT1
17328,ENSG00000197208,SLC22A4
17329,ENSG00000197210,
17330,ENSG00000197213,ZSCAN5B
17331,ENSG00000197214,TCEA1P1
17332,ENSG00000197217,ENTPD4
17333,ENSG00000197223,C1D
17334,ENSG00000197226,TBC1D9B
17335,ENSG00000197233,OR1J2
17336,ENSG00000197238,H4C11
17337,ENSG00000197241,SLC2A7
17338,ENSG00000197245,FAM110D
17339,ENSG00000197249,SERPINA1
17340,ENSG00000197251,LINC00336
17341,ENSG00000197253,TPSB2
17342,ENSG00000197254,
17343,ENSG00000197256,KANK2
17344,ENSG00000197258,EIF4BP6
17345,ENSG00000197261,C6orf141
17346,ENSG00000197265,GTF2E2
17347,ENSG00000197272,IL27
17348,ENSG00000197273,GUCA2A
17349,ENSG00000197275,RAD54B
17350,ENSG00000197279,ZNF165
17351,ENSG00000197283,SYNGAP1
17352,ENSG00000197291,RAMP2-AS1
17353,ENSG00000197296,FITM2
17354,ENSG00000197299,BLM
17355,ENSG00000197301,HMGA2-AS1
17356,ENSG00000197302,ZNF720
17357,ENSG00000197308,GATA3-AS1
17358,ENSG00000197309,OR10D3
17359,ENSG00000197312,DDI2
17360,ENSG00000197320,
17361,ENSG00000197321,SVIL
17362,ENSG00000197322,TMEM132E-DT
17363,ENSG00000197323,TRIM33
17364,ENSG00000197324,LRP10
17365,ENSG00000197329,PELI1
17366,ENSG00000197332,
17367,ENSG00000197334,Metazoa_SRP
17368,ENSG00000197343,ZNF655
17369,ENSG00000197345,MRPL21
17370,ENSG00000197353,LYPD2
17371,ENSG00000197355,UAP1L1
17372,ENSG00000197358,BNIP3P1
17373,ENSG00000197360,ZNF98
17374,ENSG00000197361,FBXL22
17375,ENSG00000197362,ZNF786
17376,ENSG00000197363,ZNF517
17377,ENSG00000197364,S100A7L2
17378,ENSG00000197372,ZNF675
17379,ENSG00000197375,SLC22A5
17380,ENSG00000197376,
17381,ENSG00000197380,DACT3
17382,ENSG00000197381,ADARB1
17383,ENSG00000197385,ZNF860
17384,ENSG00000197386,HTT
17385,ENSG00000197403,OR6N1
17386,ENSG00000197405,C5AR1
17387,ENSG00000197406,DIO3
17388,ENSG00000197408,CYP2B6
17389,ENSG00000197409,H3C4
17390,ENSG00000197410,DCHS2
17391,ENSG00000197415,VEPH1
17392,ENSG00000197416,FABP12
17393,ENSG00000197417,SHPK
17394,ENSG00000197421,GGT3P
17395,ENSG00000197428,OR51D1
17396,ENSG00000197429,IPP
17397,ENSG00000197430,OPALIN
17398,ENSG00000197437,OR13G1
17399,ENSG00000197442,MAP3K5
17400,ENSG00000197444,OGDHL
17401,ENSG00000197446,CYP2F1
17402,ENSG00000197448,GSTK1
17403,ENSG00000197451,HNRNPAB
17404,ENSG00000197454,OR2L5
17405,ENSG00000197457,STMN3
17406,ENSG00000197461,PDGFA
17407,ENSG00000197462,
17408,ENSG00000197465,GYPE
17409,ENSG00000197467,COL13A1
17410,ENSG00000197468,OR7E85BP
17411,ENSG00000197471,SPN
17412,ENSG00000197472,ZNF695
17413,ENSG00000197475,ADAM3A
17414,ENSG00000197476,
17415,ENSG00000197479,PCDHB11
17416,ENSG00000197483,ZNF628
17417,ENSG00000197487,GALP
17418,ENSG00000197496,SLC2A10
17419,ENSG00000197497,ZNF665
17420,ENSG00000197498,RPF2
17421,ENSG00000197503,LINC00477
17422,ENSG00000197506,SLC28A3
17423,ENSG00000197520,FAM177B
17424,ENSG00000197530,MIB2
17425,ENSG00000197532,OR6Y1
17426,ENSG00000197535,MYO5A
17427,ENSG00000197536,IRF1-AS1
17428,ENSG00000197540,GZMM
17429,ENSG00000197548,ATG7
17430,ENSG00000197549,PRAMENP
17431,ENSG00000197550,
17432,ENSG00000197555,SIPA1L1
17433,ENSG00000197557,TTC30A
17434,ENSG00000197558,SSPOP
17435,ENSG00000197561,ELANE
17436,ENSG00000197562,RAB40C
17437,ENSG00000197563,PIGN
17438,ENSG00000197565,COL4A6
17439,ENSG00000197566,ZNF624
17440,ENSG00000197568,HHLA3
17441,ENSG00000197575,RPS17P2
17442,ENSG00000197576,HOXA4
17443,ENSG00000197579,TOPORS
17444,ENSG00000197580,BCO2
17445,ENSG00000197582,GPX1P1
17446,ENSG00000197584,KCNMB2
17447,ENSG00000197585,
17448,ENSG00000197586,ENTPD6
17449,ENSG00000197587,DMBX1
17450,ENSG00000197588,KLKP1
17451,ENSG00000197591,OR11L1
17452,ENSG00000197594,ENPP1
17453,ENSG00000197595,ATP11AUN
17454,ENSG00000197599,CCDC154
17455,ENSG00000197601,FAR1
17456,ENSG00000197603,CPLANE1
17457,ENSG00000197608,ZNF841
17458,ENSG00000197614,MFAP5
17459,ENSG00000197616,MYH6
17460,ENSG00000197617,VN1R5
17461,ENSG00000197619,ZNF615
17462,ENSG00000197620,EOLA1
17463,ENSG00000197622,CDC42SE1
17464,ENSG00000197627,UBE2Q2P12
17465,ENSG00000197629,MPEG1
17466,ENSG00000197632,SERPINB2
17467,ENSG00000197635,DPP4
17468,ENSG00000197641,SERPINB13
17469,ENSG00000197644,
17470,ENSG00000197646,PDCD1LG2
17471,ENSG00000197647,ZNF433
17472,ENSG00000197651,CCER1
17473,ENSG00000197653,DNAH10
17474,ENSG00000197658,SLC22A24
17475,ENSG00000197665,
17476,ENSG00000197670,
17477,ENSG00000197674,OR51C1P
17478,ENSG00000197683,KRTAP26-1
17479,ENSG00000197692,CBX3P7
17480,ENSG00000197694,SPTAN1
17481,ENSG00000197696,NMB
17482,ENSG00000197702,PARVA
17483,ENSG00000197705,KLHL14
17484,ENSG00000197706,OR6C74
17485,ENSG00000197712,FAM114A1
17486,ENSG00000197713,RPE
17487,ENSG00000197714,ZNF460
17488,ENSG00000197721,CR1L
17489,ENSG00000197724,PHF2
17490,ENSG00000197728,RPS26
17491,ENSG00000197734,C14orf178
17492,ENSG00000197744,PTMAP2
17493,ENSG00000197745,SCGB1D4
17494,ENSG00000197746,PSAP
17495,ENSG00000197747,S100A10
17496,ENSG00000197748,CFAP43
17497,ENSG00000197753,LHFPL5
17498,ENSG00000197756,RPL37A
17499,ENSG00000197757,HOXC6
17500,ENSG00000197763,TXNRD3
17501,ENSG00000197766,CFD
17502,ENSG00000197768,STPG3
17503,ENSG00000197769,MAP1LC3C
17504,ENSG00000197771,MCMBP
17505,ENSG00000197774,EME2
17506,ENSG00000197776,KLHDC1
17507,ENSG00000197779,ZNF81
17508,ENSG00000197780,TAF13
17509,ENSG00000197782,ZNF780A
17510,ENSG00000197785,ATAD3A
17511,ENSG00000197786,OR5B17
17512,ENSG00000197790,OR52M1
17513,ENSG00000197794,IGKV7-3
17514,ENSG00000197798,FAM118B
17515,ENSG00000197808,ZNF461
17516,ENSG00000197813,
17517,ENSG00000197815,
17518,ENSG00000197816,CCDC180
17519,ENSG00000197818,SLC9A8
17520,ENSG00000197822,OCLN
17521,ENSG00000197826,CFAP299
17522,ENSG00000197837,H4-16
17523,ENSG00000197838,CYP2A13
17524,ENSG00000197841,ZNF181
17525,ENSG00000197847,SLC22A20P
17526,ENSG00000197849,OR8G1
17527,ENSG00000197852,INKA2
17528,ENSG00000197857,ZNF44
17529,ENSG00000197858,GPAA1
17530,ENSG00000197859,ADAMTSL2
17531,ENSG00000197860,SGTB
17532,ENSG00000197863,ZNF790
17533,ENSG00000197866,OR5M12P
17534,ENSG00000197870,PRB3
17535,ENSG00000197872,CYRIA
17536,ENSG00000197879,MYO1C
17537,ENSG00000197880,MDS2
17538,ENSG00000197882,OR7E13P
17539,ENSG00000197885,NKIRAS1
17540,ENSG00000197887,OR1S2
17541,ENSG00000197888,UGT2B17
17542,ENSG00000197889,MEIG1
17543,ENSG00000197891,SLC22A12
17544,ENSG00000197892,KIF13B
17545,ENSG00000197893,NRAP
17546,ENSG00000197894,ADH5
17547,ENSG00000197901,SLC22A6
17548,ENSG00000197903,H2BC12
17549,ENSG00000197905,TEAD4
17550,ENSG00000197912,SPG7
17551,ENSG00000197915,HRNR
17552,ENSG00000197919,IFNA1
17553,ENSG00000197921,HES5
17554,ENSG00000197927,NBEAP2
17555,ENSG00000197928,ZNF677
17556,ENSG00000197930,ERO1A
17557,ENSG00000197933,ZNF823
17558,ENSG00000197934,CYYR1-AS1
17559,ENSG00000197935,ZNF311
17560,ENSG00000197937,ZNF347
17561,ENSG00000197938,OR5H2
17562,ENSG00000197943,PLCG2
17563,ENSG00000197948,FCHSD1
17564,ENSG00000197951,ZNF71
17565,ENSG00000197953,AADACL2
17566,ENSG00000197956,S100A6
17567,ENSG00000197958,RPL12
17568,ENSG00000197959,DNM3
17569,ENSG00000197961,ZNF121
17570,ENSG00000197965,MPZL1
17571,ENSG00000197969,VPS13A
17572,ENSG00000197971,MBP
17573,ENSG00000197976,AKAP17A
17574,ENSG00000197977,ELOVL2
17575,ENSG00000197978,GOLGA6L9
17576,ENSG00000197980,LEKR1
17577,ENSG00000197982,C1orf122
17578,ENSG00000197984,OR51A8P
17579,ENSG00000197989,SNHG12
17580,ENSG00000197990,ZNF734P
17581,ENSG00000197991,
17582,ENSG00000197992,CLEC9A
17583,ENSG00000197993,KEL
17584,ENSG00000198000,NOL8
17585,ENSG00000198001,IRAK4
17586,ENSG00000198003,ODAD3
17587,ENSG00000198010,DLGAP2
17588,ENSG00000198015,MRPL42
17589,ENSG00000198018,ENTPD7
17590,ENSG00000198019,FCGR1B
17591,ENSG00000198021,SPANXA1
17592,ENSG00000198022,SAGE2P
17593,ENSG00000198026,ZNF335
17594,ENSG00000198028,ZNF560
17595,ENSG00000198033,TUBA3C
17596,ENSG00000198034,RPS4X
17597,ENSG00000198039,ZNF273
17598,ENSG00000198040,ZNF84
17599,ENSG00000198042,MAK16
17600,ENSG00000198046,ZNF667
17601,ENSG00000198049,AVPR1B
17602,ENSG00000198053,SIRPA
17603,ENSG00000198054,DSCR8
17604,ENSG00000198055,GRK6
17605,ENSG00000198056,PRIM1
17606,ENSG00000198060,MARCHF5
17607,ENSG00000198062,POTEH
17608,ENSG00000198064,NPIPB13
17609,ENSG00000198074,AKR1B10
17610,ENSG00000198075,SULT1C4
17611,ENSG00000198077,CYP2A7
17612,ENSG00000198081,ZBTB14
17613,ENSG00000198083,KRTAP9-9
17614,ENSG00000198087,CD2AP
17615,ENSG00000198088,NUP62CL
17616,ENSG00000198089,SFI1
17617,ENSG00000198090,KRTAP4-6
17618,ENSG00000198092,TMPRSS11F
17619,ENSG00000198093,ZNF649
17620,ENSG00000198099,ADH4
17621,ENSG00000198104,OR2T6
17622,ENSG00000198105,ZNF248
17623,ENSG00000198106,
17624,ENSG00000198108,CHSY3
17625,ENSG00000198113,TOR4A
17626,ENSG00000198121,LPAR1
17627,ENSG00000198125,MB
17628,ENSG00000198128,OR2L3
17629,ENSG00000198129,DEFB107B
17630,ENSG00000198130,HIBCH
17631,ENSG00000198131,ZNF544
17632,ENSG00000198133,TMEM229B
17633,ENSG00000198134,PTMAP9
17634,ENSG00000198142,SOWAHC
17635,ENSG00000198146,ZNF770
17636,ENSG00000198153,ZNF849P
17637,ENSG00000198155,ZNF876P
17638,ENSG00000198156,NPIPB6
17639,ENSG00000198157,HMGN5
17640,ENSG00000198160,MIER1
17641,ENSG00000198162,MAN1A2
17642,ENSG00000198168,SVIP
17643,ENSG00000198169,ZNF251
17644,ENSG00000198171,DDRGK1
17645,ENSG00000198173,FAM47C
17646,ENSG00000198176,TFDP1
17647,ENSG00000198178,CLEC4C
17648,ENSG00000198182,ZNF607
17649,ENSG00000198183,BPIFA1
17650,ENSG00000198185,ZNF334
17651,ENSG00000198189,HSD17B11
17652,ENSG00000198198,SZT2
17653,ENSG00000198203,SULT1C2
17654,ENSG00000198205,ZXDA
17655,ENSG00000198208,RPS6KL1
17656,ENSG00000198211,
17657,ENSG00000198216,CACNA1E
17658,ENSG00000198217,OR51H2P
17659,ENSG00000198218,QRICH1
17660,ENSG00000198221,AFDN-DT
17661,ENSG00000198223,CSF2RA
17662,ENSG00000198225,FKBP1C
17663,ENSG00000198231,DDX42
17664,ENSG00000198237,GUSBP13
17665,ENSG00000198242,RPL23A
17666,ENSG00000198246,SLC29A3
17667,ENSG00000198251,CYP2A7P2
17668,ENSG00000198252,STYX
17669,ENSG00000198258,UBL5
17670,ENSG00000198261,OR5BB1P
17671,ENSG00000198265,HELZ
17672,ENSG00000198270,TMEM116
17673,ENSG00000198271,KRTAP4-5
17674,ENSG00000198276,UCKL1
17675,ENSG00000198277,
17676,ENSG00000198283,OR5B21
17677,ENSG00000198284,NUP210P1
17678,ENSG00000198286,CARD11
17679,ENSG00000198298,ZNF485
17680,ENSG00000198300,PEG3
17681,ENSG00000198301,SDAD1
17682,ENSG00000198312,BMS1P9
17683,ENSG00000198315,ZKSCAN8
17684,ENSG00000198324,PHETA1
17685,ENSG00000198326,TMEM239
17686,ENSG00000198331,HYLS1
17687,ENSG00000198336,MYL4
17688,ENSG00000198342,ZNF442
17689,ENSG00000198346,ZNF813
17690,ENSG00000198353,HOXC4
17691,ENSG00000198354,DCAF12L2
17692,ENSG00000198355,PIM3
17693,ENSG00000198356,GET3
17694,ENSG00000198358,LOC101928372
17695,ENSG00000198363,ASPH
17696,ENSG00000198367,OR7A11P
17697,ENSG00000198369,SPRED2
17698,ENSG00000198373,WWP2
17699,ENSG00000198380,GFPT1
17700,ENSG00000198382,UVRAG
17701,ENSG00000198390,KRTAP13-1
17702,ENSG00000198393,ZNF26
17703,ENSG00000198398,TMEM207
17704,ENSG00000198399,ITSN2
17705,ENSG00000198400,NTRK1
17706,ENSG00000198406,BZW1P2
17707,ENSG00000198408,OGA
17708,ENSG00000198414,TATDN2P1
17709,ENSG00000198416,ZNF658B
17710,ENSG00000198417,MT1F
17711,ENSG00000198420,TCAF1
17712,ENSG00000198429,ZNF69
17713,ENSG00000198431,TXNRD1
17714,ENSG00000198435,NRARP
17715,ENSG00000198440,ZNF583
17716,ENSG00000198443,KRTAP4-1
17717,ENSG00000198445,CCT8L2
17718,ENSG00000198452,OR14L1P
17719,ENSG00000198453,ZNF568
17720,ENSG00000198454,LINC02692
17721,ENSG00000198455,ZXDB
17722,ENSG00000198464,ZNF480
17723,ENSG00000198466,ZNF587
17724,ENSG00000198467,TPM2
17725,ENSG00000198468,FLVCR1-DT
17726,ENSG00000198471,RTP2
17727,ENSG00000198478,SH3BGRL2
17728,ENSG00000198482,ZNF808
17729,ENSG00000198483,ANKRD35
17730,ENSG00000198488,B3GNT6
17731,ENSG00000198491,LOC101929106
17732,ENSG00000198492,YTHDF2
17733,ENSG00000198496,NBR2
17734,ENSG00000198498,TMA16
17735,ENSG00000198502,HLA-DRB5
17736,ENSG00000198513,ATL1
17737,ENSG00000198515,CNGA1
17738,ENSG00000198517,MAFK
17739,ENSG00000198520,ARMH1
17740,ENSG00000198521,ZNF43
17741,ENSG00000198522,GPN1
17742,ENSG00000198523,PLN
17743,ENSG00000198526,PABPC1P2
17744,ENSG00000198535,C2CD4A
17745,ENSG00000198538,ZNF28
17746,ENSG00000198542,ITGBL1
17747,ENSG00000198546,ZNF511
17748,ENSG00000198547,C20orf203
17749,ENSG00000198551,ZNF627
17750,ENSG00000198553,KCNRG
17751,ENSG00000198554,WDHD1
17752,ENSG00000198555,
17753,ENSG00000198556,ZNF789
17754,ENSG00000198561,CTNND1
17755,ENSG00000198563,DDX39B
17756,ENSG00000198569,SLC34A3
17757,ENSG00000198570,RD3
17758,ENSG00000198573,SPANXC
17759,ENSG00000198574,SH2D1B
17760,ENSG00000198576,ARC
17761,ENSG00000198580,
17762,ENSG00000198585,NUDT16
17763,ENSG00000198586,TLK1
17764,ENSG00000198589,LRBA
17765,ENSG00000198590,C3orf35
17766,ENSG00000198597,ZNF536
17767,ENSG00000198598,MMP17
17768,ENSG00000198601,OR2M2
17769,ENSG00000198604,BAZ1A
17770,ENSG00000198610,AKR1C4
17771,ENSG00000198612,COPS8
17772,ENSG00000198618,PPIAP22
17773,ENSG00000198624,CCDC69
17774,ENSG00000198625,MDM4
17775,ENSG00000198626,RYR2
17776,ENSG00000198633,ZNF534
17777,ENSG00000198642,KLHL9
17778,ENSG00000198643,FAM3D
17779,ENSG00000198646,NCOA6
17780,ENSG00000198648,STK39
17781,ENSG00000198650,TAT
17782,ENSG00000198658,ABHD17AP1
17783,ENSG00000198663,C6orf89
17784,ENSG00000198668,CALM1
17785,ENSG00000198670,LPA
17786,ENSG00000198671,
17787,ENSG00000198673,TAFA2
17788,ENSG00000198674,OR10G6
17789,ENSG00000198677,TTC37
17790,ENSG00000198678,OR5BS1P
17791,ENSG00000198680,TUSC1
17792,ENSG00000198681,MAGEA1
17793,ENSG00000198682,PAPSS2
17794,ENSG00000198685,LINC01565
17795,ENSG00000198689,SLC9A6
17796,ENSG00000198690,FAN1
17797,ENSG00000198691,ABCA4
17798,ENSG00000198692,EIF1AY
17799,ENSG00000198695,ND6
17800,ENSG00000198700,IPO9
17801,ENSG00000198703,OR10R3P
17802,ENSG00000198704,GPX6
17803,ENSG00000198707,CEP290
17804,ENSG00000198711,SSBP3-AS1
17805,ENSG00000198712,COX2
17806,ENSG00000198715,GLMP
17807,ENSG00000198718,TOGARAM1
17808,ENSG00000198719,DLL1
17809,ENSG00000198720,ANKRD13B
17810,ENSG00000198721,ECI2
17811,ENSG00000198722,UNC13B
17812,ENSG00000198723,TEX45
17813,ENSG00000198727,CYTB
17814,ENSG00000198728,LDB1
17815,ENSG00000198729,PPP1R14C
17816,ENSG00000198730,CTR9
17817,ENSG00000198732,SMOC1
17818,ENSG00000198734,F5
17819,ENSG00000198736,MSRB1
17820,ENSG00000198738,SMIM11P1
17821,ENSG00000198739,LRRTM3
17822,ENSG00000198740,ZNF652
17823,ENSG00000198742,SMURF1
17824,ENSG00000198743,SLC5A3
17825,ENSG00000198744,MTCO3P12
17826,ENSG00000198746,GPATCH3
17827,ENSG00000198752,CDC42BPB
17828,ENSG00000198753,PLXNB3
17829,ENSG00000198754,OXCT2
17830,ENSG00000198755,RPL10A
17831,ENSG00000198756,COLGALT2
17832,ENSG00000198758,EPS8L3
17833,ENSG00000198759,EGFL6
17834,ENSG00000198763,ND2
17835,ENSG00000198765,SYCP1
17836,ENSG00000198768,APCDD1L
17837,ENSG00000198771,RCSD1
17838,ENSG00000198774,RASSF9
17839,ENSG00000198780,FAM169A
17840,ENSG00000198783,ZNF830
17841,ENSG00000198785,GRIN3A
17842,ENSG00000198786,ND5
17843,ENSG00000198787,OR7E103P
17844,ENSG00000198788,MUC2
17845,ENSG00000198791,CNOT7
17846,ENSG00000198792,TMEM184B
17847,ENSG00000198793,MTOR
17848,ENSG00000198794,SCAMP5
17849,ENSG00000198795,ZNF521
17850,ENSG00000198796,ALPK2
17851,ENSG00000198797,BRINP2
17852,ENSG00000198798,MAGEB3
17853,ENSG00000198799,LRIG2
17854,ENSG00000198804,COX1
17855,ENSG00000198805,PNP
17856,ENSG00000198807,PAX9
17857,ENSG00000198812,LRRC10
17858,ENSG00000198814,GK
17859,ENSG00000198815,FOXJ3
17860,ENSG00000198816,ZNF358
17861,ENSG00000198818,SFT2D1
17862,ENSG00000198821,CD247
17863,ENSG00000198822,GRM3
17864,ENSG00000198824,CHAMP1
17865,ENSG00000198825,INPP5F
17866,ENSG00000198826,ARHGAP11A
17867,ENSG00000198829,SUCNR1
17868,ENSG00000198830,HMGN2
17869,ENSG00000198832,SELENOM
17870,ENSG00000198833,UBE2J1
17871,ENSG00000198835,GJC2
17872,ENSG00000198836,OPA1
17873,ENSG00000198837,DENND4B
17874,ENSG00000198838,RYR3
17875,ENSG00000198839,ZNF277
17876,ENSG00000198840,ND3
17877,ENSG00000198841,KTI12
17878,ENSG00000198842,STYXL2
17879,ENSG00000198843,SELENOT
17880,ENSG00000198844,ARHGEF15
17881,ENSG00000198846,TOX
17882,ENSG00000198848,CES1
17883,ENSG00000198851,CD3E
17884,ENSG00000198853,RUSC2
17885,ENSG00000198854,C1orf68
17886,ENSG00000198855,FICD
17887,ENSG00000198856,OSTC
17888,ENSG00000198857,HSD3BP5
17889,ENSG00000198858,R3HDM4
17890,ENSG00000198860,TSEN15
17891,ENSG00000198862,LTN1
17892,ENSG00000198863,RUNDC1
17893,ENSG00000198865,CCDC152
17894,ENSG00000198868,MTND4LP30
17895,ENSG00000198870,STKLD1
17896,ENSG00000198873,GRK5
17897,ENSG00000198874,TYW1
17898,ENSG00000198876,DCAF12
17899,ENSG00000198879,SFMBT2
17900,ENSG00000198881,ASB12
17901,ENSG00000198883,PNMA5
17902,ENSG00000198885,ITPRIPL1
17903,ENSG00000198886,ND4
17904,ENSG00000198887,SMC5
17905,ENSG00000198888,ND1
17906,ENSG00000198889,DCAF12L1
17907,ENSG00000198890,PRMT6
17908,ENSG00000198892,SHISA4
17909,ENSG00000198894,CIPC
17910,ENSG00000198898,CAPZA2
17911,ENSG00000198899,ATP6
17912,ENSG00000198900,TOP1
17913,ENSG00000198901,PRC1
17914,ENSG00000198908,BHLHB9
17915,ENSG00000198909,MAP3K3
17916,ENSG00000198910,L1CAM
17917,ENSG00000198911,SREBF2
17918,ENSG00000198912,C1orf174
17919,ENSG00000198914,POU3F3
17920,ENSG00000198915,RASGEF1A
17921,ENSG00000198917,SPOUT1
17922,ENSG00000198918,RPL39
17923,ENSG00000198919,DZIP3
17924,ENSG00000198920,KIAA0753
17925,ENSG00000198923,
17926,ENSG00000198924,DCLRE1A
17927,ENSG00000198925,ATG9A
17928,ENSG00000198929,NOS1AP
17929,ENSG00000198930,CSAG1
17930,ENSG00000198931,APRT
17931,ENSG00000198932,GPRASP1
17932,ENSG00000198933,TBKBP1
17933,ENSG00000198934,MAGEE1
17934,ENSG00000198937,CCDC167
17935,ENSG00000198938,COX3
17936,ENSG00000198939,ZFP2
17937,ENSG00000198944,SOWAHA
17938,ENSG00000198945,L3MBTL3
17939,ENSG00000198947,DMD
17940,ENSG00000198948,MFAP3L
17941,ENSG00000198951,NAGA
17942,ENSG00000198952,SMG5
17943,ENSG00000198954,KIFBP
17944,ENSG00000198959,TGM2
17945,ENSG00000198960,ARMCX6
17946,ENSG00000198961,PJA2
17947,ENSG00000198963,RORB
17948,ENSG00000198964,SGMS1
17949,ENSG00000198965,OR10R2
17950,ENSG00000198967,OR10Z1
17951,ENSG00000198972,MIRLET7E
17952,ENSG00000198973,MIR375
17953,ENSG00000198974,MIR30E
17954,ENSG00000198975,MIRLET7A2
17955,ENSG00000198976,MIR429
17956,ENSG00000198982,MIR380
17957,ENSG00000198983,MIR449A
17958,ENSG00000198984,MIR345
17959,ENSG00000198987,MIR16-2
17960,ENSG00000198995,MIR340
17961,ENSG00000198997,MIR107
17962,ENSG00000199001,MIR448
17963,ENSG00000199005,MIR370
17964,ENSG00000199012,MIR412
17965,ENSG00000199015,MIR377
17966,ENSG00000199017,MIR1-1
17967,ENSG00000199020,MIR381
17968,ENSG00000199023,MIR339
17969,ENSG00000199024,MIR103A2
